title,cover,summary,language,categories,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating,authors
The Jester,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,2003.0,,,,,,755300203,3.79,"James Patterson, Andrew Gross"
Ordinary People,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1976.0,,,,,,140065172,3.9,Judith Guest
In Real Life,https://images.gr-assets.com/books/1391127564m/20575446.jpg,,eng,,,2014.0,,,,,,1596436581,3.8,"Cory Doctorow, Jen Wang"
Bad Moon Rising (Dark-Hunter #18; Were-Hunter #4; Hellchaser #2),https://images.gr-assets.com/books/1361175509m/4352708.jpg,,eng,,,2009.0,,,,,,749909226,4.29,Sherrilyn Kenyon
"Robin Hood, The Prince of Thieves",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1862.0,,,,,,3704313173,4.0,Alexandre Dumas
"Peeps (Peeps, #1)",https://images.gr-assets.com/books/1443904244m/186103.jpg,,eng,,,2005.0,,,,,,1595140838,3.77,Scott Westerfeld
"The Riddle (The Books of Pellinor, #2)",https://images.gr-assets.com/books/1360170670m/393145.jpg,,en-US,,,2004.0,,,,,,763630152,4.1,Alison Croggon
"Jealousy (Strange Angels, #3)",https://images.gr-assets.com/books/1331245539m/6600807.jpg,,,,,2010.0,,,,,,1595142908,4.15,"Lili St. Crow, Lilith Saintcrow"
Collected Poems,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1952.0,,,,,,811202054,4.2,Dylan Thomas
Vinegar Girl,https://images.gr-assets.com/books/1471553735m/27070127.jpg,,eng,,,2016.0,,,,,,804141266,3.42,Anne Tyler
"The Hedge Knight (The Hedge Knight Graphic Novels, #1)",https://images.gr-assets.com/books/1443806558m/13501.jpg,,eng,,,1998.0,,,,,,097640110X,4.11,"Ben Avery, Mike S. Miller, George R.R. Martin"
"The Blackhouse (Lewis Trilogy, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009.0,,,,,,1849163847,4.04,Peter  May
"Scandal in Spring (Wallflowers, #4)",https://images.gr-assets.com/books/1452549904m/105574.jpg,,en-US,,,2006.0,,,,,,60562536,4.02,Lisa Kleypas
On the Street Where You Live,https://images.gr-assets.com/books/1341761800m/41490.jpg,,eng,,,2001.0,,,,,,671004530,3.85,Mary Higgins Clark
"Succubus on Top (Georgina Kincaid, #2)",https://images.gr-assets.com/books/1315977158m/1316617.jpg,,en-US,,,2008.0,,,,,,758216424,4.07,Richelle Mead
"The Silent Blade (Forgotten Realms: Paths of Darkness, #1; Legend of Drizzt, #11)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1998.0,,,,,,786913886,4.1,R.A. Salvatore
Inherit the Wind,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1955.0,,,,,,345501039,3.96,"Jerome Lawrence, Robert E.  Lee"
Round Ireland with a Fridge,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1997.0,,,,,,312274920,3.78,Tony Hawks
"The Dark and Hollow Places (The Forest of Hands and Teeth, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2011.0,,,,,,385738595,4.03,Carrie Ryan
Uganda Be Kidding Me,https://images.gr-assets.com/books/1403174817m/18127101.jpg,,eng,,,2014.0,,,,,,1455599735,3.63,Chelsea Handler
"This Book Is Not Good for You (Secret, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009.0,,,,,,031604086X,4.29,"Pseudonymous Bosch, Gilbert Ford"
Eating the Dinosaur,https://images.gr-assets.com/books/1327949106m/6386555.jpg,,eng,,,2009.0,,,,,,1416544208,3.75,Chuck Klosterman
The Declaration of Independence and The Constitution of the United States,https://images.gr-assets.com/books/1320508156m/285500.jpg,,,,,1776.0,,,,,,553214829,4.44,Founding Fathers
"Aztec (Aztec, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1980.0,,,,,,765317508,4.19,Gary Jennings
All the Birds in the Sky,https://images.gr-assets.com/books/1429225322m/25372801.jpg,,eng,,,2016.0,,,,,,765379945,3.58,Charlie Jane Anders
Dodger,https://images.gr-assets.com/books/1343828971m/13516846.jpg,,eng,,,2012.0,,,,,,62009494,3.9,Terry Pratchett
"The River (Brian's Saga, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1991.0,,,,,,044022750X,3.77,Gary Paulsen
"Wildwood Dancing (Wildwood, #1)",https://images.gr-assets.com/books/1393127105m/13929.jpg,,en-US,,,2007.0,,,,,,375833641,4.09,Juliet Marillier
Home Again,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1996.0,,,,,,449226352,3.95,Kristin Hannah
Books of Blood: Volume One (Books of Blood #1),https://images.gr-assets.com/books/1429999423m/761023.jpg,,eng,,,1984.0,,,,,,425083896,4.0,Clive Barker
The Man From St. Petersburg,https://images.gr-assets.com/books/1411331808m/5053.jpg,,eng,,,1982.0,,,,,,451208706,3.84,Ken Follett
"Daring to Dream (Dream Trilogy, #1)",https://images.gr-assets.com/books/1309200789m/230003.jpg,,eng,,,1996.0,,,,,,515142905,4.01,Nora Roberts
"Judgment in Death (In Death, #11)",https://images.gr-assets.com/books/1390135645m/89160.jpg,,eng,,,2000.0,,,,,,425176304,4.33,"J.D. Robb, Nora Roberts"
"Innocent in Death (In Death, #24)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2007.0,,,,,,399154019,4.36,J.D. Robb
Waiting to Be Heard: A Memoir,https://images.gr-assets.com/books/1367786694m/15833693.jpg,,eng,,,2013.0,,,,,,62217208,3.8,Amanda Knox
"Once Upon a Marigold (Upon a Marigold, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2002.0,,,,,,152050841,3.98,Jean Ferris
"The Wedding (Lairds' Fiancées, #2)",https://images.gr-assets.com/books/1295998049m/107778.jpg,,eng,,,1996.0,,,,,,743467213,4.18,Julie Garwood
"The Dead in Their Vaulted Arches (Flavia de Luce, #6)",https://images.gr-assets.com/books/1432578235m/17834904.jpg,,eng,,,2014.0,,,,,,385344058,4.16,Alan Bradley
Heart of Darkness and The Secret Sharer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1910.0,,,,,,451526570,3.49,Joseph Conrad
S.,https://images.gr-assets.com/books/1378767595m/17860739.jpg,,eng,,,2013.0,,,,,,316201642,3.84,"J.J. Abrams, Doug Dorst"
Lullabies for Little Criminals,https://images.gr-assets.com/books/1327893204m/22207.jpg,,eng,,,2006.0,,,,,,60875070,3.95,Heather O'Neill
"Sever (The Chemical Garden, #3)",https://images.gr-assets.com/books/1343168408m/12383869.jpg,,eng,,,2013.0,,,,,,1442409096,3.8,Lauren DeStefano
"Fourth Grave Beneath My Feet (Charley Davidson, #4)",https://images.gr-assets.com/books/1338721218m/13538992.jpg,,eng,,,2012.0,,,,,,1250014468,4.4,Darynda Jones
"Runaways, Vol. 1: Pride and Joy (Runaways, #1)",https://images.gr-assets.com/books/1264516899m/7389.jpg,,eng,,,2006.0,,,,,,785113797,4.02,"Brian K. Vaughan, Adrian Alphona"
"The Legend of Huma (Dragonlance: Heroes, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1988.0,,,,,,078693137X,4.03,Richard A. Knaak
The Dogs of Babel,https://images.gr-assets.com/books/1344269639m/89691.jpg,,eng,,,2003.0,,,,,,316778508,3.56,Carolyn  Parkhurst
Madeline and the Bad Hat,https://images.gr-assets.com/books/1355497395m/1027760.jpg,,en-US,,,1956.0,,,,,,670446149,4.27,Ludwig Bemelmans
"77 Shadow Street (Pendleton, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2011.0,,,,,,553807714,3.29,Dean Koontz
"Sir Thursday (The Keys to the Kingdom, #4)",https://images.gr-assets.com/books/1304528609m/47618.jpg,,en-US,,,2006.0,,,,,,439436575,3.94,Garth Nix
"Parallel Worlds: A Journey Through Creation, Higher Dimensions, and the Future of the Cosmos",https://images.gr-assets.com/books/1435244003m/33418.jpg,,eng,,,2004.0,,,,,,1400033721,4.17,Michio Kaku
Facing Your Giants: A David and Goliath Story for Everyday People,https://images.gr-assets.com/books/1380857035m/74169.jpg,,,,,2006.0,,,,,,849901812,4.43,Max Lucado
Ina May's Guide to Childbirth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2003.0,,,,,,553381156,4.42,Ina May Gaskin
Anne Frank : The Biography,https://images.gr-assets.com/books/1316739030m/905382.jpg,,,,,1998.0,,,,,,805059962,4.31,"Melissa Müller, Rita Kimber, Robert Kimber"
The Krishna Key,https://images.gr-assets.com/books/1341289060m/15733523.jpg,,en-US,,,2012.0,,,,,,9381626685,3.48,Ashwin Sanghi
Tropic of Capricorn,https://images.gr-assets.com/books/1417652073m/250.jpg,,eng,,,1938.0,,,,,,802151825,3.85,Henry Miller
An Occurrence at Owl Creek Bridge,https://images.gr-assets.com/books/1453993106m/920649.jpg,,eng,,,1890.0,,,,,,874068134,4.02,Ambrose Bierce
The Sweet Gum Tree,https://images.gr-assets.com/books/1367119561m/2761356.jpg,,eng,,,2005.0,,,,,,1419953249,4.3,Katherine Allred
"Flight of the Old Dog (Patrick McLanahan, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1987.0,,,,,,042519518X,4.08,Dale Brown
A Complicated Kindness,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2004.0,,,,,,1582433224,3.64,Miriam Toews
"Raven Rise (Pendragon, #9)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2008.0,,,,,,1416914188,4.2,D.J. MacHale
Glory over Everything: Beyond The Kitchen House,https://images.gr-assets.com/books/1444246918m/25813937.jpg,,eng,,,2016.0,,,,,,1476748446,4.24,Kathleen Grissom
"Class A (Cherub, #2)",https://images.gr-assets.com/books/1356698938m/1291211.jpg,,en-US,,,2004.0,,,,,,340881542,4.26,Robert Muchamore
"A New Song (Mitford Years, #5)",https://images.gr-assets.com/books/1344358382m/71784.jpg,,,,,1999.0,,,,,,014303507X,4.28,Jan Karon
"Deeper Than the Dead (Oak Knoll, #1)",https://images.gr-assets.com/books/1408930728m/1747182.jpg,,eng,,,2008.0,,,,,,752891634,4.04,Tami Hoag
"Dust of Dreams (The Malazan Book of the Fallen, #9)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009.0,,,,,,765316552,4.31,Steven Erikson
Accelerando (Singularity),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2005.0,,,,,,441014151,3.87,Charles Stross
Girl at War,https://images.gr-assets.com/books/1414348859m/23209971.jpg,,eng,,,2015.0,,,,,,812996348,3.98,Sara Nović
"Lord Loss (The Demonata, #1)",https://images.gr-assets.com/books/1344267992m/164719.jpg,,eng,,,2005.0,,,,,,316012335,4.21,Darren Shan
"Runaway (Airhead, #3)",https://images.gr-assets.com/books/1328840338m/6460331.jpg,,eng,,,2010.0,,,,,,545040604,3.93,Meg Cabot
"Sidetracked (Kurt Wallander, #5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1995.0,,,,,,1400031567,4.05,"Henning Mankell, Steven T. Murray"
Drift: The Unmooring of American Military Power,https://images.gr-assets.com/books/1318753897m/12143200.jpg,,eng,,,2012.0,,,,,,307970388,4.07,Rachel Maddow
"Graduation Day (The Testing, #3)",https://images.gr-assets.com/books/1384363227m/18222699.jpg,,eng,,,2014.0,,,,,,547959214,3.81,Joelle Charbonneau
The Honk and Holler Opening Soon,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1998.0,,,,,,446675059,3.93,Billie Letts
Strange Highways,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1995.0,,,,,,446531383,3.83,Dean Koontz
The Passion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1987.0,,,,,,802135226,4.12,Jeanette Winterson
The Power of the Dog,https://images.gr-assets.com/books/1467260965m/206236.jpg,,eng,,,2005.0,,,,,,1400096936,4.36,Don Winslow
America's First Daughter,https://images.gr-assets.com/books/1459542134m/25817162.jpg,,eng,,,2016.0,,,,,,62347268,4.22,"Stephanie Dray, Laura Kamoie"
"The Undead Pool (The Hollows, #12)",https://images.gr-assets.com/books/1379687538m/17285883.jpg,,eng,,,2014.0,,,,,,61957933,4.43,Kim Harrison
"On the Edge (The Edge, #1)",https://images.gr-assets.com/books/1307445575m/6329547.jpg,,eng,,,2009.0,,,,,,441017800,4.02,Ilona Andrews
Kira-Kira,https://images.gr-assets.com/books/1437825008m/89731.jpg,,eng,,,2004.0,,,,,,689856407,3.9,Cynthia Kadohata
"The Human Division (Old Man's War, #5)",https://images.gr-assets.com/books/1341582413m/15698479.jpg,,en-CA,,,2013.0,,,,,,765333511,4.07,John Scalzi
"The Fourth Bear (Nursery Crime, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006.0,,,,,,670037729,4.07,Jasper Fforde
"The Unwritten, Vol. 1: Tommy Taylor and the Bogus Identity",https://images.gr-assets.com/books/1327887253m/6471550.jpg,,eng,,,2010.0,,,,,,1401225659,3.76,"Mike Carey, Bill Willingham, Peter Gross"
The Enchantress of Florence,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008.0,,,,,,224061631,3.57,Salman Rushdie
"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",https://images.gr-assets.com/books/1308754493m/11256293.jpg,,eng,,,2011.0,,,,,,9380349300,3.54,Preeti Shenoy
"The History of Sexuality, Volume 1: An Introduction",https://images.gr-assets.com/books/1486236798m/1875.jpg,,eng,,,1976.0,,,,,,679724699,4.03,"Michel Foucault, Robert Hurley"
"Takedown (Scot Harvath, #5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2006.0,,,,,,743271181,4.26,Brad Thor
"From the Earth to the Moon (Extraordinary Voyages, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1865.0,,,,,,1598184547,3.78,Jules Verne
"Armageddon: The Cosmic Battle of the Ages (Left Behind, #11)",https://images.gr-assets.com/books/1406507661m/27525.jpg,,en-US,,,2003.0,,,,,,842332367,4.02,"Tim LaHaye, Jerry B. Jenkins"
Van Gogh: The Life,https://images.gr-assets.com/books/1411005913m/10677213.jpg,,eng,,,2011.0,,,,,,375507485,4.09,"Steven Naifeh, Gregory White Smith"
Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life,https://images.gr-assets.com/books/1360677664m/295132.jpg,,,,,1988.0,,,,,,60922249,3.99,Thomas  Moore
"Moonlight Mile (Kenzie & Gennaro,#6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2010.0,,,,,,61836923,3.71,Dennis Lehane
Vampires in the Lemon Grove,https://images.gr-assets.com/books/1362466523m/13531832.jpg,,eng,,,2013.0,,,,,,307957233,3.67,Karen Russell
"First Among Sequels (Thursday Next, #5)",https://images.gr-assets.com/books/1338467549m/27002.jpg,,eng,,,2007.0,,,,,,670038717,4.0,Jasper Fforde
The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,2002.0,,,,,,375760911,3.89,Laurie Notaro
"City of Dragons (Rain Wild Chronicles, #3)",https://images.gr-assets.com/books/1322613975m/11801463.jpg,,en-US,,,2011.0,,,,,,61561630,4.05,Robin Hobb
"The Heist (Gabriel Allon, #14)",https://images.gr-assets.com/books/1395614308m/18730158.jpg,,eng,,,2014.0,,,,,,006232005X,4.11,Daniel Silva
The Judgment of Paris: The Revolutionary Decade That Gave the World Impressionism,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006.0,,,,,,802715168,3.81,Ross King
Darkfall,https://images.gr-assets.com/books/1308458183m/32456.jpg,,en-US,,,1984.0,,,,,,425214591,3.8,Dean Koontz
"Sweet Reckoning (Sweet, #3)",https://images.gr-assets.com/books/1381492410m/16007855.jpg,,eng,,,2014.0,,,,,,62265970,4.35,Wendy Higgins
"Well-Schooled in Murder (Inspector Lynley, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1989.0,,,,,,553384813,4.11,Elizabeth  George
"Perfect (Second Opportunities, #2)",https://images.gr-assets.com/books/1403442859m/129617.jpg,,eng,,,1993.0,,,,,,743474171,4.3,Judith McNaught
Someone,https://images.gr-assets.com/books/1377579911m/17332207.jpg,,eng,,,2013.0,,,,,,374281092,3.76,Alice McDermott
"Brilliance of the Moon (Tales of the Otori, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2003.0,,,,,,1594480869,4.04,Lian Hearn
Suicide Notes,https://images.gr-assets.com/books/1424990334m/3097601.jpg,,eng,,,2008.0,,,,,,60737557,3.92,Michael Thomas Ford
Starter for Ten,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2003.0,,,,,,345498127,3.58,David Nicholls
The Three Little Pigs,https://images.gr-assets.com/books/1310278098m/1563413.jpg,,eng,,,1973.0,,,,,,307020916,4.26,"Elizabeth Ross, ROFry"
"Twenty Years After (The D'Artagnan Romances, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1845.0,,,,,,192838431,4.01,"Alexandre Dumas, David Coward, Auguste Maquet"
Friction,https://images.gr-assets.com/books/1434044640m/25114548.jpg,,en-CA,,,2015.0,,,,,,145558116X,3.93,Sandra Brown
Moon Palace,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1989.0,,,,,,140115854,3.99,Paul Auster
"The Seventh Gate (The Death Gate Cycle, #7)",https://images.gr-assets.com/books/1327837380m/28483.jpg,,en-US,,,1994.0,,,,,,055357325X,4.09,"Margaret Weis, Tracy Hickman"
"Hellboy, Vol. 2: Wake the Devil (Hellboy, #2)",https://images.gr-assets.com/books/1486039250m/102459.jpg,,eng,,,1994.0,,,,,,1593070950,4.2,Mike Mignola
"The Unwanteds (Unwanteds, #1)",https://images.gr-assets.com/books/1308432658m/9917879.jpg,,eng,,,2011.0,,,,,,1442407689,4.07,Lisa McMann
"Ashfall (Ashfall, #1)",https://images.gr-assets.com/books/1301592315m/9644151.jpg,,eng,,,2011.0,,,,,,1933718552,3.96,Mike Mullin
The Day Jimmy's Boa Ate the Wash,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1980.0,,,,,,140546235,4.16,"Trinka Hakes Noble, Steven Kellogg"
"The Panther  (John Corey, #6)",https://images.gr-assets.com/books/1338763739m/13526026.jpg,,eng,,,2012.0,,,,,,1455518379,3.93,Nelson DeMille
Under the Skin,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2000.0,,,,,,1841954802,3.72,Michel Faber
The Unexpected Mrs. Pollifax  (Mrs. Pollifax #1),https://images.gr-assets.com/books/1407611607m/140524.jpg,,eng,,,1966.0,,,,,,449208281,4.14,Dorothy Gilman
"White Fire (Pendergast, #13)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2013.0,,,,,,1455525839,4.07,"Douglas Preston, Lincoln Child"
"The Innocent Mage (Kingmaker, Kingbreaker, #1)",https://images.gr-assets.com/books/1327918882m/1051620.jpg,,eng,,,2005.0,,,,,,1841496049,3.65,Karen Miller
Wir Kinder vom Bahnhof Zoo,https://images.gr-assets.com/books/1463309277m/1337448.jpg,,ger,,,1978.0,,,,,,3453162897,4.16,"Christiane F., Kai Hermann, Horst Rieck"
Dragons of Eden: Speculations on the Evolution of Human Intelligence,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1977.0,,,,,,345346297,4.16,Carl Sagan
"S is for Silence (Kinsey Millhone, #19)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2005.0,,,,,,425212696,3.9,Sue Grafton
"Maximum Security (Cherub, #3)",https://images.gr-assets.com/books/1357225650m/1303564.jpg,,eng,,,2005.0,,,,,,340884355,4.24,Robert Muchamore
Frédéric,https://images.gr-assets.com/books/1329956148m/375901.jpg,,fre,,,1967.0,,,,,,2211065899,4.19,Leo Lionni
"Inside Out (Insider, #1)",https://images.gr-assets.com/books/1335383824m/7059135.jpg,,eng,,,2010.0,,,,,,037321006X,3.82,Maria V. Snyder
"March: Book One (March, #1)",https://images.gr-assets.com/books/1360539808m/17346698.jpg,,eng,,,2013.0,,,,,,1603093001,4.33,"John             Lewis, Andrew Aydin, Nate Powell"
Everything That Rises Must Converge: Stories,https://images.gr-assets.com/books/1412859621m/218659.jpg,,eng,,,1965.0,,,,,,374504644,4.27,"Flannery O'Connor, Robert Fitzgerald"
"Dream Chaser (Dark-Hunter #13, Dream-Hunter #3)",https://images.gr-assets.com/books/1462051552m/1746470.jpg,,eng,,,2008.0,,,,,,312938829,4.2,Sherrilyn Kenyon
The Gun Seller,https://images.gr-assets.com/books/1480110444m/45234.jpg,,en-US,,,1996.0,,,,,,067102082X,3.69,Hugh Laurie
I Remember Nothing: and Other Reflections,https://images.gr-assets.com/books/1320544923m/8242117.jpg,,en-US,,,2010.0,,,,,,307595609,3.73,Nora Ephron
Malgudi Days,https://images.gr-assets.com/books/1455574981m/14082.jpg,,eng,,,1943.0,,,,,,143039652,4.2,"R.K. Narayan, Jhumpa Lahiri"
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://images.gr-assets.com/books/1465761302m/28257707.jpg,,eng,,,2016.0,,,,,,006245773X,4.03,Mark Manson
Six Days of the Condor,https://images.gr-assets.com/books/1313011780m/2579284.jpg,,eng,,,1974.0,,,,,,393086925,4.08,James Grady
Digging to America,https://images.gr-assets.com/books/1327901292m/698.jpg,,eng,,,2006.0,,,,,,307263940,3.53,Anne Tyler
"The Dark Monk (The Hangman's Daughter, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009.0,,,,,,547807686,3.82,"Oliver Pötzsch, Lee Chadeayne"
"Flaskepost fra P (Afdeling Q, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,dan,,,2009.0,,,,,,8756787650,4.04,Jussi Adler-Olsen
"The Bellmaker (Redwall, #7)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1994.0,,,,,,142400300,3.95,Brian Jacques
Caressed by Ice (Psy-Changeling #3),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007.0,,,,,,425218422,4.33,Nalini Singh
Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,https://images.gr-assets.com/books/1317064461m/1009996.jpg,,eng,,,2007.0,,,,,,312362919,4.11,"Jeff Hertzberg, Zoë François, Mark Luinenburg"
"The Code of the Woosters (Jeeves, #7)",https://images.gr-assets.com/books/1299729089m/105986.jpg,,eng,,,1938.0,,,,,,1841591009,4.36,P.G. Wodehouse
A House for Mr Biswas,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,1961.0,,,,,,330487191,3.82,V.S. Naipaul
"The Bone Bed (Kay Scarpetta, #20)",https://images.gr-assets.com/books/1338860340m/13708346.jpg,,en-US,,,2012.0,,,,,,399157565,3.64,Patricia Cornwell
The Fry Chronicles (Memoir #2),https://images.gr-assets.com/books/1376317909m/8649656.jpg,,eng,,,2010.0,,,,,,718154835,3.87,Stephen Fry
Second Treatise of Government,https://images.gr-assets.com/books/1405624453m/448836.jpg,,eng,,,1689.0,,,,,,915144867,3.75,"John Locke, C.B. Macpherson"
The Shallows: What the Internet is Doing to Our Brains,https://images.gr-assets.com/books/1368393880m/6966823.jpg,,eng,,,2010.0,,,,,,393072223,3.85,Nicholas Carr
The House at Tyneford,https://images.gr-assets.com/books/1377631578m/11488123.jpg,,eng,,,2011.0,,,,,,452297648,3.78,Natasha Solomons
"The Autobiography of Martin Luther King, Jr.",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1986.0,,,,,,446676500,4.31,"Martin Luther King Jr., Clayborne Carson"
"Geisha, a Life",https://images.gr-assets.com/books/1359402937m/522534.jpg,,en-US,,,2002.0,,,,,,743444299,3.92,"Mineko Iwasaki, Rande Brown"
The Knowledge of the Holy,https://images.gr-assets.com/books/1411484750m/666758.jpg,,eng,,,1961.0,,,,,,60684127,4.37,A.W. Tozer
Day Watch (Watch #2),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2000.0,,,,,,1401360203,4.05,"Sergei Lukyanenko, Andrew Bromfield"
The Codex,https://images.gr-assets.com/books/1316729332m/136640.jpg,,,,,2003.0,,,,,,076534629X,3.88,Douglas Preston
A Home at the End of the World,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1990.0,,,,,,312424086,3.89,Michael Cunningham
"Batman, Volume 2: The City of Owls",https://images.gr-assets.com/books/1342309403m/15752115.jpg,,eng,,,2013.0,,,,,,1401237770,4.26,"Scott Snyder, Greg Capullo, Jonathan Glapion, James Tynion IV, Rafael Albuquerque, Jason Fabok, Becky Cloonan, Andy Clarke, Sandu Florea"
Magic's Pawn (Valdemar: Last Herald-Mage #1),https://images.gr-assets.com/books/1345854036m/28759.jpg,,en-US,,,1989.0,,,,,,886773520,4.21,Mercedes Lackey
CivilWarLand in Bad Decline,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1996.0,,,,,,99595818,4.22,George Saunders
