title,authors,cover,summary,language,genres,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
"Gaudy Night (Lord Peter Wimsey, #12)",['Dorothy L. Sayers'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1935,,,,,,61043494,4.26
"Kings Rising (Captive Prince, #3)",['C.S. Pacat'],https://images.gr-assets.com/books/1454160767m/17158532.jpg,,eng,,,2016,,,,,,174348495X,4.5
"Rival (Fall Away, #2)","['Penelope Douglas', 'Abby Craden', 'Nelson Hobbs']",https://images.gr-assets.com/books/1394971101m/18129852.jpg,,eng,,,2014,,,,,,,4.16
"Mortal Engines (The Hungry City Chronicles, #1)",['Philip Reeve'],https://images.gr-assets.com/books/1352173057m/287861.jpg,,eng,,,2001,,,,,,60082097,3.98
Private London (Private #4),"['James Patterson', 'Mark Pearson']",https://images.gr-assets.com/books/1328415596m/10399742.jpg,,eng,,,2011,,,,,,1846058317,3.75
"Blood Cross (Jane Yellowrock, #2)",['Faith Hunter'],https://images.gr-assets.com/books/1255066735m/6659254.jpg,,eng,,,2010,,,,,,451463072,4.13
"Spying in High Heels (High Heels, #1)",['Gemma Halliday'],https://images.gr-assets.com/books/1327885046m/204479.jpg,,eng,,,2006,,,,,,,3.67
"The Lady in the Lake (Philip Marlowe, #4)",['Raymond Chandler'],https://images.gr-assets.com/books/1501530591m/776159.jpg,,eng,,,1943,,,,,,394758250,4.07
I Love You Through and Through,"['Bernadette Rossetti-Shustak', 'Caroline Jayne Church']",https://images.gr-assets.com/books/1328866587m/232958.jpg,,,,,2005,,,,,,439673631,4.39
"Crash & Burn (Tessa Leoni, #3)",['Lisa Gardner'],https://images.gr-assets.com/books/1403630851m/22571612.jpg,,eng,,,2015,,,,,,525954562,4.0
"Justice, Volume 1","['Jim Krueger', 'Alex Ross', 'Doug Braithwaite']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2006,,,,,,1401211038,4.14
"River of Blue Fire (Otherland, #2)",['Tad Williams'],https://images.gr-assets.com/books/1309992269m/10084.jpg,,eng,,,1998,,,,,,886778441,4.0
"The Wind Singer (Wind on Fire, #1)","['William Nicholson', 'Peter Sís']",https://images.gr-assets.com/books/1293635554m/295169.jpg,,eng,,,2000,,,,,,786814179,3.84
The End of Mr. Y,['Scarlett Thomas'],https://images.gr-assets.com/books/1389137862m/93436.jpg,,en-US,,,2006,,,,,,156031612,3.79
Gentlemen of the Road,"['Michael Chabon', 'Gary Gianni']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,345501748,3.42
Those Guys Have All the Fun: Inside the World of ESPN,"['James Andrew Miller', 'Tom Shales']",https://images.gr-assets.com/books/1344271458m/9476510.jpg,,en-US,,,2011,,,,,,316043001,3.69
Big Fish,['Daniel Wallace'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,1998,,,,,,743484258,3.64
"Breakable (Contours of the Heart, #2)",['Tammara Webber'],https://images.gr-assets.com/books/1384787127m/17936925.jpg,,eng,,,2014,,,,,,425266869,4.06
The Death of Bees,"[""Lisa O'Donnell""]",https://images.gr-assets.com/books/1358353202m/15818333.jpg,,eng,,,2012,,,,,,62209841,3.81
Bella Tuscany,['Frances Mayes'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1999,,,,,,076790284X,3.74
"Black Dawn (The Morganville Vampires, #12)",['Rachel Caine'],https://images.gr-assets.com/books/1318112062m/9526658.jpg,,eng,,,2012,,,,,,451236718,4.26
Through My Eyes,"['Tim Tebow', 'Nathan Whitaker']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2011,,,,,,62007289,3.92
"Parable of the Talents (Earthseed, #2)",['Octavia E. Butler'],https://images.gr-assets.com/books/1170553715m/60932.jpg,,eng,,,1998,,,,,,446610380,4.21
"Locke & Key, Vol. 6: Alpha & Omega","['Joe Hill', 'Gabriel Rodríguez']",https://images.gr-assets.com/books/1391443566m/16164271.jpg,,eng,,,2014,,,,,,1613778538,4.5
"Empire of the Sun (Empire of the Sun, #1)",['J.G. Ballard'],https://images.gr-assets.com/books/1338519188m/56674.jpg,,,,,1984,,,,,,,3.98
The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone,"['Patricia M. Scarry', 'Richard Scarry']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1961,,,,,,307020754,4.28
Dark Star Safari: Overland from Cairo to Cape Town,['Paul Theroux'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2002,,,,,,618446877,3.96
"Crystal Singer (Crystal Singer, #1)",['Anne McCaffrey'],https://images.gr-assets.com/books/1403186691m/653711.jpg,,en-US,,,1982,,,,,,345327861,4.07
"The Assassin and the Underworld (Throne of Glass, #0.4)",['Sarah J. Maas'],https://images.gr-assets.com/books/1336062984m/13546173.jpg,,eng,,,2012,,,,,,,4.37
If You Give a Cat a Cupcake,"['Laura Joffe Numeroff', 'Felicia Bond']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2008,,,,,,60283246,4.2
Darth Plagueis,['James Luceno'],https://images.gr-assets.com/books/1405546262m/11099729.jpg,,eng,,,2012,,,,,,034551128X,4.07
"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss","['Anderson Cooper', 'Gloria Vanderbilt']",https://images.gr-assets.com/books/1456162664m/26072609.jpg,,eng,,,2016,,,,,,006245496X,3.79
Underground Airlines,['Ben H. Winters'],https://images.gr-assets.com/books/1443732702m/23208397.jpg,,eng,,,2016,,,,,,316261246,3.88
"Raven Black (Shetland Island, #1)",['Ann Cleeves'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006,,,,,,312359667,3.85
"Infamous (Chronicles of Nick, #3)",['Sherrilyn Kenyon'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2012,,,,,,1250002826,4.36
Having Our Say: The Delany Sisters' First 100 Years,"['Sarah L. Delany', 'A. Elizabeth Delany', 'Amy Hill Hearth']",https://images.gr-assets.com/books/1403192701m/792938.jpg,,en-US,,,1993,,,,,,440220424,4.14
Lush Life,['Richard Price'],https://images.gr-assets.com/books/1316137153m/1862313.jpg,,eng,,,2008,,,,,,374299250,3.69
What's Eating Gilbert Grape,['Peter Hedges'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1991,,,,,,671038540,4.1
"Curtsies & Conspiracies (Finishing School, #2)",['Gail Carriger'],https://images.gr-assets.com/books/1359660588m/15723286.jpg,,eng,,,2013,,,,,,,4.11
The Truth According to Us,['Annie Barrows'],https://images.gr-assets.com/books/1465284604m/22551743.jpg,,eng,,,2015,,,,,,385342942,3.75
"Reunion (Redemption, #5)","['Karen Kingsbury', 'Gary Smalley']",https://images.gr-assets.com/books/1406506549m/11432.jpg,,en-US,,,2004,,,,,,842386882,4.49
"More Tales of the City (Tales of the City, #2)",['Armistead Maupin'],https://images.gr-assets.com/books/1347443502m/16256.jpg,,en-GB,,,1980,,,,,,055299877X,4.18
Thérèse Raquin,"['Émile Zola', 'Robin Buss']",https://images.gr-assets.com/books/1282318692m/110871.jpg,,eng,,,1867,,,,,,140449442,3.71
The Night Strangers,['Chris Bohjalian'],https://images.gr-assets.com/books/1308866180m/10209997.jpg,,eng,,,2011,,,,,,307394999,3.16
"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)",['J.S. Scott'],https://images.gr-assets.com/books/1362454880m/17557143.jpg,,eng,,,2013,,,,,,,4.0
Behind Her Eyes,['Sarah Pinborough'],https://images.gr-assets.com/books/1485279813m/28965131.jpg,,eng,,,2017,,,,,,125011117X,3.77
The King in Yellow and Other Horror Stories,"['Robert W. Chambers', 'E.F. Bleiler']",https://images.gr-assets.com/books/1416873291m/129798.jpg,,eng,,,1895,,,,,,486437507,3.57
H.M.S. Surprise,"[""Patrick O'Brian""]",https://images.gr-assets.com/books/1453820127m/77427.jpg,,eng,,,1973,,,,,,393307611,4.42
The Virtue of Selfishness: A New Concept of Egoism,"['Ayn Rand', 'Nathaniel Branden']",https://images.gr-assets.com/books/1425001997m/665.jpg,,eng,,,1961,,,,,,451163931,3.47
"Twenty Wishes (Blossom Street, #5)",['Debbie Macomber'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008,,,,,,778325504,4.16
Through Black Spruce,['Joseph Boyden'],https://images.gr-assets.com/books/1480136683m/3479967.jpg,,en-US,,,2008,,,,,,670020575,4.11
One Good Dog,['Susan  Wilson'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2010,,,,,,312571259,4.07
Sexing the Cherry,['Jeanette Winterson'],https://images.gr-assets.com/books/1328824090m/15050.jpg,,eng,,,1989,,,,,,802135781,3.83
The Murderer's Daughters,['Randy Susan Meyers'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009,,,,,,312576986,3.68
"Strangers in Death (In Death, #26)",['J.D. Robb'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008,,,,,,399154701,4.29
"The Archived (The Archived, #1)",['Victoria Schwab'],https://images.gr-assets.com/books/1338729878m/10929432.jpg,,eng,,,2013,,,,,,1423157311,4.02
Glengarry Glen Ross,['David Mamet'],https://images.gr-assets.com/books/1396078804m/251446.jpg,,eng,,,1983,,,,,,802130917,3.95
The Island of the Day Before,['Umberto Eco'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1994,,,,,,156030373,3.43
The Sound of Gravel,['Ruth Wariner'],https://images.gr-assets.com/books/1436200674m/25332115.jpg,,eng,,,2016,,,,,,1250077699,4.15
The Complete Adventures of Peter Rabbit,['Beatrix Potter'],https://images.gr-assets.com/books/1309201736m/194870.jpg,,eng,,,1982,,,,,,072324734X,4.46
A Charlie Brown Christmas,['Charles M. Schulz'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1965,,,,,,606300538,4.48
"Sin City: Una Dura Despedida, #1 de 3",['Frank Miller'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1991,,,,,,9509051373,4.21
"Hostage to Pleasure (Psy-Changeling, #5)",['Nalini Singh'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2008,,,,,,425223256,4.22
"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",['Adrian Nicole LeBlanc'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2003,,,,,,743254430,4.23
Resurrection,"['Leo Tolstoy', 'Louise Maude', 'Aylmer Maude']",https://images.gr-assets.com/books/1335874776m/42641.jpg,,eng,,,1899,,,,,,735102864,4.1
"Hard Magic (Grimnoir Chronicles, #1)",['Larry Correia'],https://images.gr-assets.com/books/1327951330m/8643407.jpg,,eng,,,2011,,,,,,1439134340,4.13
"Storm Prey (Lucas Davenport, #20)",['John Sandford'],https://images.gr-assets.com/books/1272913373m/6878614.jpg,,,,,2010,,,,,,1847376177,4.15
The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,['Lee Strobel'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2004,,,,,,310240506,4.1
"Fated (Alex Verus, #1)",['Benedict Jacka'],https://images.gr-assets.com/books/1330906653m/11737387.jpg,,eng,,,2012,,,,,,1937007294,3.89
Instructions for a Heatwave,"[""Maggie O'Farrell""]",https://images.gr-assets.com/books/1349796972m/16077150.jpg,,en-GB,,,2013,,,,,,755358783,3.62
"Victims (Alex Delaware, #27)",['Jonathan Kellerman'],https://images.gr-assets.com/books/1313220531m/12022496.jpg,,eng,,,2012,,,,,,345505719,3.94
"The Job (Fox and O'Hare, #3)","['Janet Evanovich', 'Lee Goldberg']",https://images.gr-assets.com/books/1410763754m/21530229.jpg,,eng,,,2014,,,,,,345543122,3.95
"Old School (Diary of a Wimpy Kid, #10)",['Jeff Kinney'],https://images.gr-assets.com/books/1430174375m/25222064.jpg,,eng,,,2015,,,,,,1419717014,4.28
"Evelyn, After",['Victoria Helen Stone'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-CA,,,2016,,,,,,,3.64
The Skin I'm In,['Sharon G. Flake'],https://images.gr-assets.com/books/1305064345m/751635.jpg,,eng,,,1998,,,,,,786813075,4.13
The Eye of God (Sigma Force #9),['James Rollins'],https://images.gr-assets.com/books/1359823174m/16065538.jpg,,eng,,,2013,,,,,,006178480X,4.11
An Artist of the Floating World,['Kazuo Ishiguro'],https://images.gr-assets.com/books/1327786035m/28922.jpg,,eng,,,1986,,,,,,571225365,3.72
Night Train to Lisbon,"['Pascal Mercier', 'Barbara Harshav']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004,,,,,,802118585,3.7
"Romancing the Duke (Castles Ever After, #1)",['Tessa Dare'],https://images.gr-assets.com/books/1377311107m/18052985.jpg,,eng,,,2014,,,,,,62240196,3.91
"The Man With a Load of Mischief (Richard Jury, #1)",['Martha Grimes'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1981,,,,,,451410815,4.01
"The Underworld (Fallen Star, #2)",['Jessica Sorensen'],https://images.gr-assets.com/books/1417703488m/11714997.jpg,,eng,,,2011,,,,,,1463756976,4.12
"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",['David McCullough'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1977,,,,,,743262131,4.19
LaRose,['Louise Erdrich'],https://images.gr-assets.com/books/1445606455m/26116430.jpg,,eng,,,2016,,,,,,62277022,3.86
Before We Met,['Lucie Whitehouse'],https://images.gr-assets.com/books/1369569396m/17978144.jpg,,eng,,,2014,,,,,,1620402750,3.43
Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,"['The Waiter', 'Steve Dublanica']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008,,,,,,61256684,3.49
"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",['Kevin Hearne'],https://images.gr-assets.com/books/1344336650m/15728721.jpg,,eng,,,2012,,,,,,385366434,4.2
The Black Arrow,['Robert Louis Stevenson'],https://images.gr-assets.com/books/1328014614m/296264.jpg,,eng,,,1888,,,,,,543896609,3.81
"Dead or Alive (Jack Ryan Universe, #13)","['Tom Clancy', 'Grant Blackwood']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010,,,,,,399157239,3.79
"Fallen Hearts (Casteel, #3)",['V.C. Andrews'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1984,,,,,,671729403,3.89
"Dragon Prince (Dragon Prince, #1)",['Melanie Rawn'],https://images.gr-assets.com/books/1309210730m/185289.jpg,,eng,,,1985,,,,,,756403014,3.94
"The Burning Wire (Lincoln Rhyme, #9)",['Jeffery Deaver'],https://images.gr-assets.com/books/1441925165m/7099389.jpg,,en-US,,,2010,,,,,,1439156336,4.04
"River, Cross My Heart",['Breena Clarke'],https://images.gr-assets.com/books/1344268600m/166101.jpg,,eng,,,1999,,,,,,316899984,3.47
Lies Women Believe: And the Truth that Sets Them Free,"['Nancy Leigh DeMoss', 'Elisabeth Elliot']",https://images.gr-assets.com/books/1328823111m/109499.jpg,,eng,,,2000,,,,,,802472966,4.1
To Build a Fire,['Jack London'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1903,,,,,,968709184,3.92
"Invasion of the Boy Snatchers (The Clique, #4)",['Lisi Harrison'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2005,,,,,,316701343,3.79
The 158-Pound Marriage,['John Irving'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1974,,,,,,345417968,3.22
Free: The Future of a Radical Price,['Chris Anderson'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009,,,,,,1401322905,3.83
Palestine,"['Joe Sacco', 'Edward Said']",https://images.gr-assets.com/books/1327884409m/769712.jpg,,eng,,,1996,,,,,,156097432X,4.2
Dear Theo,"['Vincent van Gogh', 'Irving Stone', 'Jean   Stone']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1937,,,,,,452275040,4.09
One Hundred Names,['Cecelia Ahern'],https://images.gr-assets.com/books/1421928433m/15732712.jpg,,eng,,,2012,,,,,,7350481,3.75
"Good Wives (Little Women, #1.5)",['Louisa May Alcott'],https://images.gr-assets.com/books/1282713827m/78960.jpg,,,,,1868,,,,,,1419122126,3.92
The Ghost Bride,['Yangsze Choo'],https://images.gr-assets.com/books/1356671808m/16248223.jpg,,eng,,,2013,,,,,,62227327,3.74
Star Wars - Episode I: The Phantom Menace,"['Terry Brooks', 'George Lucas']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1999,,,,,,99409968,3.55
"Avatar: The Last Airbender (The Promise, #2)","['Gene Luen Yang', 'Michael Dante DiMartino', 'Gurihiru', 'Bryan Konietzko']",https://images.gr-assets.com/books/1335027722m/13096848.jpg,,eng,,,2012,,,,,,1595828753,4.43
The Pact,['Karina Halle'],https://images.gr-assets.com/books/1418886372m/23844390.jpg,,eng,,,2014,,,,,,,3.91
"Girls in Love (Girls, #1)",['Jacqueline Wilson'],https://images.gr-assets.com/books/1438919442m/266765.jpg,,eng,,,1997,,,,,,552551317,3.53
Little Bear's Friend,"['Else Holmelund Minarik', 'Maurice Sendak']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1960,,,,,,64440516,4.3
The Creative Habit: Learn It and Use It for Life,['Twyla Tharp'],https://images.gr-assets.com/books/1477230182m/254799.jpg,,eng,,,2003,,,,,,743235274,4.0
رأيت رام الله,"['Mourid Barghouti', 'مريد البرغوثي']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,ara,,,1997,,,,,,,4.15
"A Beautiful Dark (A Beautiful Dark, #1)",['Jocelyn Davies'],https://images.gr-assets.com/books/1327916579m/10429025.jpg,,en-US,,,2011,,,,,,61990655,3.9
"Lady of Avalon (Avalon, #3)","['Marion Zimmer Bradley', 'Diana L. Paxson']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1996,,,,,,788720392,3.88
"Threat Vector (Jack Ryan Universe, #15)","['Tom Clancy', 'Mark Greaney']",https://images.gr-assets.com/books/1352225908m/15985392.jpg,,en-US,,,2012,,,,,,399160450,4.1
Miles: The Autobiography,"['Miles Davis', 'Quincy Troupe']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1989,,,,,,671725823,4.18
"The Castle in the Attic (The Castle in the Attic, #1)",['Elizabeth Winthrop'],https://images.gr-assets.com/books/1178654581m/816752.jpg,,eng,,,1985,,,,,,440409411,3.96
Does the Noise in My Head Bother You?,['Steven Tyler'],https://images.gr-assets.com/books/1400065793m/6303704.jpg,,en-US,,,2011,,,,,,61767891,3.47
"The Sworn Sword (The Tales of Dunk and Egg, #2)",['George R.R. Martin'],https://images.gr-assets.com/books/1397654143m/11985631.jpg,,eng,,,2003,,,,,,,4.07
"The Broken Window (Lincoln Rhyme, #8)",['Jeffery Deaver'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008,,,,,,1416549978,4.07
The Complete Works of H.P. Lovecraft,['H.P. Lovecraft'],https://images.gr-assets.com/books/1327886768m/11851522.jpg,,eng,,,1978,,,,,,,4.34
"Beautiful Secret (Beautiful Bastard, #4)",['Christina Lauren'],https://images.gr-assets.com/books/1416624825m/22431039.jpg,,eng,,,2015,,,,,,1476778019,4.13
"Dust (Kay Scarpetta, #21)",['Patricia Cornwell'],https://images.gr-assets.com/books/1376882052m/17707654.jpg,,eng,,,2013,,,,,,399157573,3.53
The Three Sisters,['Anton Chekhov'],https://images.gr-assets.com/books/1416873197m/143513.jpg,,eng,,,1900,,,,,,486275442,3.76
"Evil Star (The Gatekeepers, #2)",['Anthony Horowitz'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2006,,,,,,439679966,3.98
"You Were Mine (Rosemary Beach, #9)",['Abbi Glines'],https://images.gr-assets.com/books/1402067293m/21411887.jpg,,eng,,,2014,,,,,,1476776075,4.26
Full Tilt (Full #2),"['Janet Evanovich', 'Charlotte Hughes']",https://images.gr-assets.com/books/1479699860m/40313.jpg,,en-US,,,2002,,,,,,031298328X,3.7
Beat the Reaper (Peter Brown #1),['Josh Bazell'],https://images.gr-assets.com/books/1316092271m/3173125.jpg,,en-US,,,2008,,,,,,316032220,3.79
Nantucket Nights,['Elin Hilderbrand'],https://images.gr-assets.com/books/1317065229m/284195.jpg,,,,,2002,,,,,,312989768,3.64
"The Machine Crusade (Legends of Dune, #2)","['Brian Herbert', 'Kevin J. Anderson']",https://images.gr-assets.com/books/1412547890m/99218.jpg,,eng,,,2002,,,,,,076534078X,3.73
"Ogre, Ogre (Xanth #5)",['Piers Anthony'],https://images.gr-assets.com/books/1350835009m/99452.jpg,,,,,1982,,,,,,345418530,3.73
The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set),"['Arthur Conan Doyle', 'William S. Baring-Gould']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1967,,,,,,517502917,4.58
"Devil's Game (Reapers MC, #3)",['Joanna Wylde'],https://images.gr-assets.com/books/1433115819m/18693621.jpg,,eng,,,2014,,,,,,425272354,4.3
"The Keeping (Law of the Lycans, #3)",['Nicky Charles'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010,,,,,,,4.18
There's a Nightmare in My Closet,['Mercer Mayer'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1968,,,,,,140547126,4.22
"Flesh and Blood (Kay Scarpetta, #22)",['Patricia Cornwell'],https://images.gr-assets.com/books/1403704254m/20768868.jpg,,eng,,,2014,,,,,,62325345,3.67
Breaking Free: Discover the Victory of Total Surrender,['Beth Moore'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1999,,,,,,805445528,4.43
Where's Spot?,['Eric Hill'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1980,,,,,,140504206,4.05
Cocky Bastard,"['Penelope Ward', 'Vi Keeland']",https://images.gr-assets.com/books/1436524506m/25772000.jpg,,eng,,,2015,,,,,,1515303942,4.18
"Out to Canaan (Mitford Years, #4)",['Jan Karon'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1997,,,,,,143035061,4.28
"The Dangerous Days of Daniel X (Daniel X, #1)","['James Patterson', 'Michael Ledwidge']",https://images.gr-assets.com/books/1266659390m/2235597.jpg,,en-US,,,2007,,,,,,316002925,3.57
"The Hidden Child (Patrik Hedström, #5)","['Camilla Läckberg', 'Tiina Nunnally']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2007,,,,,,000741949X,3.94
Waiting to Exhale (Waiting To Exhale #1),['Terry McMillan'],https://images.gr-assets.com/books/1309282766m/122212.jpg,,,,,1992,,,,,,451217454,3.94
Prom and Prejudice,['Elizabeth Eulberg'],https://images.gr-assets.com/books/1281991654m/8369681.jpg,,eng,,,2011,,,,,,545240778,3.82
Strip Tease,['Carl Hiaasen'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1993,,,,,,044669567X,3.82
Strange Pilgrims,['Gabriel García Márquez'],https://images.gr-assets.com/books/1411334612m/22175.jpg,,,,,1992,,,,,,1400034698,4.02
"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",['Kevin J. Anderson'],https://images.gr-assets.com/books/1327958212m/760110.jpg,,eng,,,1994,,,,,,553297988,3.64
"Showdown (Paradise, #1)",['Ted Dekker'],https://images.gr-assets.com/books/1329547365m/456057.jpg,,eng,,,2005,,,,,,1595541810,3.93
"Thankless in Death (In Death, #37)",['J.D. Robb'],https://images.gr-assets.com/books/1371102498m/16299341.jpg,,eng,,,2013,,,,,,399164421,4.28
Call for the Dead,['John le Carré'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1961,,,,,,743431677,3.77
"Marlfox (Redwall, #11)",['Brian Jacques'],https://images.gr-assets.com/books/1311702426m/7999.jpg,,,,,1998,,,,,,142501085,3.99
Snow Country,"['Yasunari Kawabata', 'Edward G. Seidensticker']",https://images.gr-assets.com/books/1474272606m/14028.jpg,,eng,,,1937,,,,,,679761047,3.7
Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,['J. Maarten Troost'],https://images.gr-assets.com/books/1320524119m/122574.jpg,,,,,2006,,,,,,767921992,3.86
"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",['Robin Cook'],https://images.gr-assets.com/books/1290140777m/66470.jpg,,en-US,,,1997,,,,,,425161242,3.89
Big Trouble,['Dave Barry'],https://images.gr-assets.com/books/1429999879m/893731.jpg,,eng,,,1999,,,,,,425178102,3.81
The House of the Dead,"['Fyodor Dostoyevsky', 'Ergin Altay']",https://images.gr-assets.com/books/1327908745m/17877.jpg,,eng,,,1861,,,,,,486434095,4.03
"A Total Waste of Makeup (Charlize Edwards, #1)",['Kim Gruenenfelder'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2005,,,,,,031234872X,3.69
"Once (Once, #1)",['Morris Gleitzman'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2005,,,,,,014132063X,4.2
"Because I'm Worth It (Gossip Girl, #4)",['Cecily von Ziegesar'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2003,,,,,,316909688,3.57
"Deadline (Virgil Flowers, #8)",['John Sandford'],https://images.gr-assets.com/books/1396837852m/20820995.jpg,,,,,2014,,,,,,399162372,4.19
